input,output
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In glycogen synthesis the active form of glucose used is-
A. Glucose 6 phosphate
B. Glucose I phosphate
C. UDP glucose
D. UTP glucose", C. UDP glucose
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

2-PAM (Pralidoxime) is useful in treatment of?
A. Paracetamol overdose
B. DDT poisoning
C. Malathion poisoning
D. Lead poisoning", B. DDT poisoning
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In a 3 x 4 contingency tables, the number of degree of freedom equals to :
A. 1
B. 5
C. 6
D. 12", C. 6
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

For polycythemia vera all is true Except:
A. Increased ESR
B. Decreased erythropoietin
C. Increased LAP Score
D. Increased blood volume"," The correct answer is B. Decreased erythropoietin.

Polycythemia vera is a myeloproliferative neoplasm characterized by an overproduction of red blood cells, white blood cells, and platelets. This leads to an increased blood volume, which can cause symptoms such as headache, dizziness, and fatigue. The erythropoietin level, which is a hormone produced by the kidneys that stimulates red blood cell production, is typically normal or decreased in polycythemia vera.

Therefore, the correct answer is B. Decreased erythropoietin.

Here are the steps to solve this question:

1. Read the question carefully and identify the different options.
2. Eliminate any obviously incorrect options. In this case, option D, Increased blood volume, is incorrect because polycythemia vera is characterized by an increase in blood volume.
3. Evaluate the remaining options. Option A, Increased ESR, is incorrect because the erythrocyte sedimentation rate (ESR) is typically normal or decreased in polycythemia vera. Option C, Increased LAP Score, is incorrect because the LAP score (leukocyte alkaline phosphatase score) is not a diagnostic criterion for polycythemia vera.
4. Select the correct answer, which is option B, Decreased erythropoietin."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Sequence of lochia ?
A. Rubra - Serosa - Alba
B. Serosa - Alba - Rubra
C. Alba - Rubra - Serosa
D. Alba - Serosa - Rubra"," The sequence of lochia is:

C. Alba - Rubra - Serosa

Therefore, the answer is C."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Retention of an inlay is influenced primarily by:
A. Near parallel axial walls
B. Flat pulpal and gingival wall
C. Presence of contra bevels
D. Preparation of slots and coves", C. Presence of contra bevels
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

On imagning diffuse axonal injury is characterized by -
A. Multiple small petechial hemorrhage
B. Patch ill defined low density lesion mixed with small hyperdens of petechial hemorrhage
C. Crescentic extra-axial hematoma
D. White matter lucencies", B. Patchy ill-defined low density lesion mixed with small hyperdensities of petechial hemorrhage.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of these organisms is the cause of white piedra?
A. Trichosporonbeigelii
B. Piedrariahortae
C. Exophialawerneckii
D. Pityrosporumorbiculare"," The answer is A. Trichosporon beigelii.

White piedra, also known as Trichosporon beigelii, is a fungus that causes a superficial infection of the hair shaft, leading to the formation of small, white, cottony masses on the hair. It is commonly found in tropical and subtropical regions and is more prevalent in humid environments.

Therefore, the correct answer is A. Trichosporon beigelii."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

A unilateral ovarian tumor spreads to peritoneum but not to uterus.  Its stage would be?
A. Stage IB
B. Stage IC
C. Stage IIA
D. Stage IIB", C. Stage IIA
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Small posterior fossa seen in ?
A. Arnold chiari malformation
B. Dandy walker
C. Medulloblastoma
D. Schizencephaly", The answer is A. Arnold-Chiari malformation.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

On the application of heavy force, pain is felt after:
A. 3-5 seconds
B. 3-5 minutes
C. 3-5 hours
D. 1 day", B. 3-5 minutes
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Lambe Eaton syndrome true is
A. It is a paraneoplastic syndrome associated with squamous cell carcinoma of lung
B. IgM antibodies against ligand gated calcium channels
C. There is increase in release of presynaptic acetylcholine
D. With continuous stimulation there is marked increase in amplitude of action potentials."," The correct answer for Lambe Eaton syndrome is:

B. IgM antibodies against ligand gated calcium channels."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

At what angle, the minor connector should be connected to the major connector?
A. Right angle.
B. Less than 90 degrees.
C. More than 90 degrees.
D. Any of the above.", C. More than 90 degrees.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following type of functional regulator can incorporate headgears:
A. FR2
B. FR3
C. FR4
D. FR5.", C. FR4
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Extraction of second premolar is indicated when arch length discrepancy is:
A. 0 - 2.5 mm
B. 2.5 - 5 mm
C. Greater than 5 mm
D. None of the above", C. Greater than 5 mm
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most common location of breast cancer is
A. Lower inner quadrant
B. Nipple
C. Upper inner quadrant
D. Upper outer quadrant", C. Upper inner quadrant
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Astigmatism is defined as ?
A. Refractory error wherein refraction varies along different meridians
B. Refractory error due to long AP length of eye ball
C. Varying refractory error in both eyes
D. Varying Shape perception by both eyes", A. Refractory error wherein refraction varies along different meridians.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

‚ÄòRelative risk‚Ä?is:
A. Risk among exposed/Risk among non-exposed
B. Risk among exposed/Risk in total population
C. Risk among exposed/Risk among exposed-Risk in non-exposed
D. None of the above", B. Risk among exposed/Risk in total population
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

All are seen after splenectomy Except:
A. Thrombocytopenia
B. Acute gastric dilation
C. Sub diaphragmatic abscess
D. Pulmonary complications"," The correct answer is B. Acute gastric dilation.

Explanation:

* Thrombocytopenia (A) is a common complication after splenectomy, as the spleen is responsible for platelet storage and release.
* Sub diaphragmatic abscess (C) can occur after splenectomy, as the diaphragm is weakened and bacteria can spread from the abdominal cavity to the thoracic cavity.
* Pulmonary complications (D) can occur after splenectomy, as the spleen helps to filter bacteria and other particles from the blood before they reach the lungs.
* Acute gastric dilation (B) is not typically seen after splenectomy. While gastric dilation can occur in some cases, it is not a direct complication of the surgery."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

70 yr old female with bleeding from proximal colon
A. Colitis
B. Polyp
C. Diveiculitis
D. Ca colon"," I'm not able to provide medical advice or diagnose patients. However, I can help you with the multiple-choice questions. Here's my answer for the question you provided:

The correct answer is:
C. Diverticulitis"
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Early stage of non small cell lung cancer can be treated by
A. Surgical resection
B. Surgical resection with adjuvant chemotherapy
C. Radiotherapy
D. Immunotherapy", A. Surgical resection
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following is not a NEVUS of melanocyte?
A. Mongolian spot
B. Nevus of Ito
C. Nevus of ota
D. Becker nevus"," The answer is A. Mongolian spot.

Here's a step-by-step explanation:

1. Mongolian spot is a collection of melanocytes that appears as a flat, bluish-gray mark on the lower back and buttocks of people with darker skin tones.
2. Nevus of Ito is a benign growth of melanocytes that appears as a tan or pink spot on the skin, usually on the trunk or limbs.
3. Nevus of Ota is a benign growth of melanocytes that appears as a blue or gray spot on the skin, usually on the face.
4. Becker nevus is a benign growth of melanocytes that appears as a reddish-brown spot on the skin, usually on the torso.

Therefore, the correct answer is A. Mongolian spot, as it is not a nevas of melanocyte."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following stage of gingivitis seems like am ideal condition:
A. Initial stage.
B. Early stage.
C. Established.
D. Advanced.", A. Initial stage.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

W.H.O modified partogram  charting starts at cervical dilatation of?
A. 2 cms
B. 3 cms
C. 4 cms
D. 5 cms", C. 4 cms
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Drug of choice for pneumocystis carinii in pregnancy?
A. SMZ/TMP
B. Primaquine
C. Dapsone
D. Pentamidine", A. SMZ/TMP
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Integration center of tonic labyrinthine reflex is?
A. Spinal cord
B. Medulla
C. Midbrain
D. Cerebral coex", C. Midbrain
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Bilateral ptosis is seen in all except ?
A. Hypehyroidism
B. Congenital
C. Trauma
D. Myotonic dystrophy"," The answer is A. Hyperthyroidism. Bilateral ptosis (drooping of both eyelids) is not a common symptom of hyperthyroidism, which is characterized by an overactive thyroid gland and symptoms such as weight loss, nervousness, and irregular heartbeat. Congenital ptosis (present at birth) and trauma-induced ptosis (from injury or surgery) are both possible causes of bilateral ptosis, and myotonic dystrophy is a group of muscle disorders that can cause ptosis. Therefore, the answer is A. Hyperthyroidism."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Hematuria in previous LSCS patient indicates -
A. Urinary tract infection
B. Placenta pre
C. Rupture uterus
D. None", C. Rupture uterus
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

On USG a mass was found in abdomen which was displacing the kidney laterally in 1 year old child -
A. Neuroblastoma
B. Nephroblastoma
C. RCC
D. All of the above", B. Nephroblastoma
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In hypovolemic shock there is -
A. Afferent aeriolar constriction
B. Efferent aeriolar constriction
C. Increased blood flow to kidney
D. Normal cardiac output"," The answer is B: Efferent aeriolar constriction.

In hypovolemic shock, there is a decrease in blood volume and hemodynamic instability. This leads to a decrease in blood flow to various organs, including the kidneys. The afferent arteriole, which is the artery that supplies blood to the glomerulus, constricts to reduce blood flow to the kidney and help maintain blood pressure. This constriction of the afferent arteriole is known as efferent a√©riolar constriction.

Therefore, the answer is B: Efferent aeriolar constriction."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Duration of 2"" hea sound is ?
A. 0.15sec
B. 0.12 sec
C. 0.08 sec
D. 0.1 sec", C. 0.08 sec
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Nocturnal enuresis best t/t is
A. Positive reinforcement
B. Punishment
C. Bed alarm
D. Desmopressin", C. Bed alarm
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

In human body, serotonin is formed from
A. Tyrosine
B. Tryptophan
C. Glycine
D. Glutamate", B. Tryptophan
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Anterior relation to upper pa of rectum in male is-
A. Rectovesical pouch
B. Sacrum
C. Seminal vesicle
D. Ductus deference", Answer: A. Rectovesical pouch
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

What is the first sign of injury?
A. Mitochondrial dysfunction
B. Membrane damage
C. Diminished ATP
D. Release of lysosomal enzymes", The answer is B. Membrane damage.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most common site for bone marrow aspiration in neonates is -
A. Anterior superior iliac crest
B. Posterior superior iliac crest
C. Sternum
D. Anteromedial tibia", C. Sternum
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Polycythemia is seen in?
A. Cor pulmonale
B. Congestive cardiac failure
C. Acynotic congenital heart diseases
D. All of the above", D. All of the above
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Earliest hematological change following spleenectomy is
A. Leukocytosis and thrombocytosis
B. Presence of Heinz bodies
C. Evidence of Howell Jolly bodies
D. Poikilocytosis"," The answer is C. Evidence of Howell Jolly bodies.

Explanation:

Howell Jolly bodies are small, round, bright red structures that are seen in the peripheral blood smear of patients who have had their spleens removed (splenectomy). They are composed of denatured hemoglobin and are a result of the breakdown of red blood cells that would normally be phagocytosed by the spleen.

Therefore, option C is the correct answer."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Diagnosis of adenomyosis is made by ?
A. Histopathology
B. Ultrasound
C. MRI
D. Laproscopy", A. Histopathology
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Mechanism of action of ticgrelor ?
A. Reversible inhibition of ADP action
B. Irreversible inhibition of ADP action
C. Reversible inhibition of GPIIb/IIIa
D. Irreversible inhibition of GPIIb/IIIa", A. Reversible inhibition of ADP action
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Substance that can cause Anaphylactic shock is?
A. Histamine
B. Adrenaline
C. Nor-adrenaline/Dopamine
D. Glucocorticoids", A. Histamine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Glycogen storage disease which presents as lysosomal storage disease ?
A. Von gierke's disease
B. Pompes disease
C. Mcardle's disease
D. Andersen's disease", A. Von Gierke's disease
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Critical closing pressure is ?
A. Aerial pressure minus venous pressure
B. Capillary pressure minus venous pressure
C. Pressure below which capillaries close
D. None of the above"," C. Pressure below which capillaries close.

Therefore, the answer is C."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Change in colour, size and texture of gingiva is noticed in:
A. Stage 1
B. Stage 2
C. Stage 3
D. Stage 4", C. Stage 3
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Most prevalent symptom in patients of leiomyoma of esophagus is
A. Pain
B. Pyrosis
C. Dysphagia
D. Weight loss", C. Dysphagia
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Hemorrhagic pancreatitis, bluish discoloration of flank
A. Grey turner sign
B. Cullen sign
C. Trosseue sign
D. None", B. Cullen sign
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Keratinization and pearl formation is characteristic of
A. Squamous cell carcinoma
B. Basal cell carcinoma
C. Melanoma
D. Lymphoma", B. Basal cell carcinoma
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which pa of scaphoid fracture is most susceptible to avascular necrosis?
A. Distal 1/3rd
B. Middle 1/3rd
C. Proximal 1/3rd
D. Scaphoid Tubercle", C. Proximal 1/3rd
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Less-than-adequate remaining bone support, some tooth mobility, acceptable patient cooperation, presence of limited systemic or environmental factors comes under?
A. Good prognosis
B. Fair prognosis
C. Poor prognosis
D. Questionable prognosis", B. Fair prognosis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Blunt trauma exploratory laparotomy done nonexpansile swelling found on mesenteric border of intestine, management
A. Resection and anastomosis
B. Ligation
C. Excision of swelling
D. None"," The answer is A. Resection and anastomosis.

Explanation:

Blunt trauma exploratory laparotomy is a surgical procedure performed to assess and treat injuries to the abdominal organs after blunt trauma. If nonexpansile swelling is found on the mesenteric border of the intestine, it suggests that the swelling is not due to a hematoma (bleeding) or an abscess (infection). In this case, the management would be to resect (remove) the affected portion of the intestine and anastomose (reconnect) the remaining healthy ends. This is option A.

Therefore, the answer is A. Resection and anastomosis."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Cancer patient undergoes radiotherapy, pick the true statement for radiosensitivity of tissues?
A. Rapidly dividing cells are resistant to radiation
B. GI mucosa is one of the most radioresistant tissues in the body
C. The intensity of radiation is inversely propoional to the square of distance from the source
D. Small blood vessels are least resistant to radiation", The correct answer is D. Small blood vessels are least resistant to radiation.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Isocapenic buffering is ?
A. Increcased pCO2 with increased CO2
B. Increcased pCO2 with decreased CO,
C. Normal pCO, with increased CO2
D. None of the above"," C. Normal pCO2 with increased CO2.

Isocapenic buffering refers to the ability of the blood to maintain a stable pCO2 level despite changes in CO2 production or ventilation. This is achieved through the action of Buffers, such as hemoglobin and bicarbonate, which react with CO2 to form H2CO3 and H+ ions. When CO2 levels increase, the buffers consume excess CO2 and produce H+ ions, which are then excreted in the urine. Therefore, the correct answer is ""C. Normal pCO2 with increased CO2""."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Free fatty acid is transported in blood by?
A. Albumin
B. Globulin
C. Fibrinogen
D. Carnitine", A. Albumin
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

What will happen to the ratio of fibroblast to the collagen in phenytoin induced gingival enlargement as compared to normal gingiva:
A. Increase.
B. Decrease.
C. Remains the same.
D. None.", B. Decrease.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The center of rotation in bodily tooth movement is located
A. Within the apical one third
B. At the junction of apical and middle third
C. At infinity
D. Within the middle one third", The answer is B. At the junction of apical and middle third.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Termination codon is ?
A. AUG
B. UAA
C. AUA
D. AGG", B. UAA
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Barium meal follow through is helpful in diagnosing -
A. Colonic stricture
B. Ileal stricture
C. Rectal stricture
D. Esophageal stricture"," The correct answer is:

C. Rectal stricture"
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Fox Fordyce disease is a disorder of?
A. Sebaceous glands
B. Eccrine glands
C. Pilosebaceous units
D. Apocrine glands", C. Pilosebaceous units
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Following a deep cut overlying the hypothenar eminence, it is observed that the patient cannot hold a sheet of paper between the 2nd and 3rd digits. Which of the following nerves is most likely damaged?
A. Deep branch of ulnar nerve
B. Deep branch of the radial nerve
C. Superficial branch of ulnar nerve
D. Median nerve", A. Deep branch of ulnar nerve
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Following is true regarding the management of intrauterine fetal death except ?
A. In 50% of cases spontaneous expulsion occurs in 2 weeks
B. Fibrinogen levels should be checked weekly
C. Delivery by medical induction is preferred if spontaneous expulsion does not occur
D. Caesarian section has limited place in management of intrauterine fetal death", C
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Sinus bradycardia with MI treatment
A. Atropine
B. Digoxin
C. Calcium channel blocker
D. Propranolol", A. Atropine
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The gelatinous deposit adherent on the tooth surface is called as:
A. Materia alba
B. Plaque
C. Calculus
D. All of the above", C. Calculus
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

D Shaped pupil is seen in ?
A. Iridodialysis
B. Iridodonesis
C. Anterior Uveitis
D. Anterior synechiae", D. Anterior synechiae
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Glucose-6-phosphate is the initial substrate for all of the following reactions except‚Ä?A. Glycolysis
B. HMP shunt
C. Glycogenesis
D. Neoglucogenesis", A. Glycolysis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Phospholipid is the most important lipid in which of the following lipo proteins?
A. Chylomicrons
B. LDL
C. VLDL
D. HDL", C. VLDL
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Stain for melanocytes:
A. PAS
B. Sudan black
C. Tyrosine
D. S-100", B. Sudan black
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Antiboiotic of choice for severe pneumonia in 1 year all child?
A. Cotrimoxazole
B. Ciprofloxacin
C. Benzyl penicillin
D. Tetracycline", C. Benzyl penicillin
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Radiotherapy induced radiation pneumonitis mediated by all of the following except -
A. TNF-c
B. PAF
C. TGF-p
D. NF-kB", C. TGF-p
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following is not an estrogen-dependent pubeal change?
A. Hair growth
B. Menstruation
C. Vaginal Cornification
D. Cervical mucus", B. Menstruation
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which is the most common manifestation of recurrent HSV1 infection:
A. Herpetic whitlow
B. Recurrent herpes labialis
C. Herpes simplex
D. Chicken Pox", B. Recurrent herpes labialis
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

A pathfinder survey for oral health needs to be done at 12 sites for 4 index age groups at each site. What should be the sample size for the survey?
A. 300
B. 400
C. 1200
D. 1500", C. 1200
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The simplest mode that demonstrates the viscoelastic behaviour is:
A. I Zod
B. Munsell model.
C. Maxwell- Voigt model.
D. All of the above.", C. Maxwell-Voigt model.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

3 beta hydroxysteroid dehydrogenase deficiency causes increase production of -
A. DHEA
B. Progesterone
C. Deoxycoisol
D. Estradiol"," The correct answer is A. DHEA.

3 beta hydroxysteroid dehydrogenase deficiency is a condition that affects the production of steroids in the adrenal glands. It leads to an increase in the production of DHEA (dehydroepiandrosterone), a precursor to other steroid hormones such as testosterone and estrogen.

Therefore, the answer is A. DHEA."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Polysulphides show high polymerization shrinkage due to:
A. Loss of by-product that is alcohol.
B. Loss of by-product that is water.
C. Presence of lead dioxide.
D. All of the above.", B. Loss of by-product that is water.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Which of the following is longest extraocular muscle?
A. SR
B. MR
C. SO
D. IO", C. SO
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Absolute contraindication for IUD (Intra Uterine Contraceptive Device) are all except -
A. Pregnancy
B. Undiagnosed vaginal bleeding
C. Pelvic inflammatory disease
D. Uterine malformation", C. Pelvic inflammatory disease
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Chronic atrophy of adrenal gland will result in which hormone deficiency ?
A. CRH
B. ACTH
C. Coisol
D. MSH", B. ACTH
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The terminal edge or border of the gingiva surrounding the teeth in collar like fashion is?
A. Marginal gingiva
B. Attached gingiva
C. Interdental gingiva
D. Gingival sulcus", A. Marginal gingiva
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Cystic medial necrosis is seen in-
A. Marfans syndrome
B. Friedrichs ataxia Pattern
C. Downs syndrome
D. Kawasaki disease", The correct answer is A. Marfans syndrome.
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

1st generation cephalosporin is
A. Cephadroxil
B. Cefepime
C. Cefotaxime
D. cefoperazone", A. Cephadroxil
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Glomerular filtration rate would be decreased by which of the following?
A. Constriction of the efferent arteriole
B. An increase in afferent arteriolar pressure
C. Compression of the renar capsule
D. A decrease in the concentration of plasma protein"," The correct answer is A. Constriction of the efferent arteriole.

Glomerular filtration rate (GFR) is the amount of blood that is filtered through the glomeruli of the kidneys per unit time. It is regulated by various factors, including afferent and efferent arteriolar resistance, blood pressure, and plasma protein concentration.

Constriction of the efferent arteriole, option A, would decrease the GFR by reducing the outflow of blood from the glomerulus. This would result in a decrease in the amount of blood that is filtered through the glomeruli, leading to a decrease in GFR.

An increase in afferent arteriolar pressure, option B, would not affect GFR because the afferent arteriole is upstream of the glomerulus and does not affect the outflow of blood from the glomerulus.

Compression of the renal capsule, option C, would not affect GFR because it would not affect the blood flow through the glomeruli.

A decrease in the concentration of plasma protein, option D, would not affect GFR because plasma protein concentration does not play a significant role in regulating GFR.

Therefore, the correct answer is A. Constriction of the efferent arteriole."
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

Glucose ‚Ä?6- phosphatase enzyme is absent in?
A. Liver
B. Kidney
C. Brain
D. Muscles", C. Brain
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The distance by which two touch stimuli must be separated to be perceived as two separate stimuli is greatest at ?
A. The lips
B. The palm of the hand
C. The back of scapula
D. The dorsum of the hand", B. The palm of the hand
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

BANA test is most appropriately is an
A. Dye method
B. Enzyme method
C. Chemical method
D. Physical method", D. Physical method
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

The linkage which links individual nucleotides in a polynucleotide chain is -
A. p N- Glycosidic linkage
B. a N - glycosidic linkage
C. 3'5' Phosphodiester linkage
D. 5'3' Phosphodiester linkages", C. 3'5' Phosphodiester linkage
"The following are multiple-choice questions about medical knowledge. Solve them in a step-by-step fashion. You must only output your choices as the final answer, no other texts.

PDL has the inherent capacity to withstand how much amount of force:
A. 15-20 gm/cm2
B. 10-15 gm/cm2
C. 5-10 gm/cm2
D. 20-30 gm/cm2", C. 5-10 gm/cm2
